ts,service,score_iforest,score_ocsvm,score_autoenc,score_ensemble,alert,action,true_anomaly,iforest_before,ocsvm_before,autoenc_before,iforest_after,ocsvm_after,autoenc_after,pred_before,pred_after
2025-11-10 09:00:00,credit-card-auth,0.2317115249335359,0.4638208861109138,0.1431301743370372,0.2795541951271623,0,notify_only,0,0.5222266731630979,0.7163635937011625,0.46535513214510416,0.8708189192825138,0.7257987128318265,0.8590771917425158,0,1
2025-11-10 09:00:00,payments-gateway,0.298886691587469,0.44441260945865,0.061964844045173,0.2684213816970973,0,notify_only,0,0.6758934893988725,0.48043559699572863,0.7101323259096679,0.5520190175343815,0.674453387299728,0.8470761404470447,0,1
2025-11-10 09:00:00,fraud-detection,0.110482401975102,0.5818457067516177,0.0470962851055338,0.2464747979440845,0,notify_only,0,0.5206148600593894,0.6548577635374294,0.6298612203100822,0.7609086217830309,0.7839664984975264,0.7542026086995219,0,1
2025-11-10 09:00:00,loan-eligibility,0.2545186203071139,0.4156670808743553,0.0681894712742068,0.2461250574852253,0,notify_only,0,0.6426925580856625,0.6174005682007779,0.5712109873858058,0.8914032893103976,0.6880699203963958,0.6351285791659216,1,1
2025-11-10 09:00:00,account-summary,0.2042185570570516,0.3096456921680595,0.1295576908263183,0.2144739800171431,0,notify_only,0,0.13697094093803658,0.4468283440409843,0.29701408538592766,0.588181652604179,0.8159193563192718,0.882734052850794,0,1
2025-11-10 09:01:00,credit-card-auth,0.2396504693454814,0.4934504801041921,0.0627427472105767,0.2652812322200834,0,notify_only,1,0.7224670046959754,0.43723980803171114,0.7681168053281499,0.6301707312032576,0.7776304416766378,0.6819725534221561,0,1
2025-11-10 09:01:00,payments-gateway,0.3676867089727103,0.527372788759909,0.0601223982622227,0.318393965331614,0,notify_only,0,0.958391587585323,0.4547468612024623,0.5338321797074519,0.6884762529346872,0.7463627563921033,0.8079660496260923,0,1
2025-11-10 09:01:00,fraud-detection,0.1575514057801879,0.6334362706361408,0.0577950422071782,0.2829275728745024,0,notify_only,0,0.5428605218035998,0.35709624654114575,0.5475010569352028,0.8395271332460045,0.8482124926927483,0.9248098224413682,0,1
2025-11-10 09:01:00,loan-eligibility,0.2883602494263517,0.4658808454621302,0.0329025843193358,0.2623812264026059,0,notify_only,0,0.514596496932804,0.6469228415760784,0.37384285008340157,0.834986534097041,0.8260051227573496,0.6964095865471743,0,1
2025-11-10 09:01:00,account-summary,0.1109949941695269,0.2687516544163832,0.0625480600616023,0.1474315695491708,0,notify_only,0,0.5482741686888744,0.7013246969167586,0.9676869419770712,0.7111453825989311,0.7566590940162958,0.7320594557590075,0,1
2025-11-10 09:02:00,credit-card-auth,0.2863312467236715,0.4531665085001119,0.1351194630487143,0.2915390727574993,0,notify_only,0,0.5656939374213356,0.5662695515519082,0.6776902410974144,0.6401263087440008,0.9837036797114889,0.7263450423572746,0,1
2025-11-10 09:02:00,payments-gateway,0.3068851841548312,0.3997722535031761,0.1489131550201825,0.2851901975593966,0,notify_only,1,0.4974348352006725,0.5855860476254733,0.40682606338170246,0.8015966726385808,0.8410065348532758,0.6178755476141352,0,1
2025-11-10 09:02:00,fraud-detection,0.2194068891572975,0.5447578518287446,0.0656428584128331,0.2766025331329584,0,notify_only,0,0.5038247545867847,0.6396386891772025,0.6224352196598131,0.9304550044353992,0.7621399095310412,0.8557418600392892,0,1
2025-11-10 09:02:00,loan-eligibility,0.2430733977336961,0.3211054664213736,0.1334925153170316,0.2325571264907004,0,notify_only,0,0.4795818405122532,0.5262899250821397,0.6264764928559855,0.8962306618565853,0.6914262154094829,0.6534132240815285,0,1
2025-11-10 09:02:00,account-summary,0.1388493582809684,0.276720623987245,0.0,0.1385233274227378,0,notify_only,0,0.6238784983116422,0.35647224859192783,0.4360768098950678,0.7179362188569349,0.875117612877337,0.979120088899751,0,1
2025-11-10 09:03:00,credit-card-auth,0.2255028823943252,0.3524883344169492,0.0445014508230364,0.2074975558781036,0,notify_only,0,0.42801604294736656,0.30442371140150065,0.7809513456107358,0.8705370653192975,0.8226512337566377,0.7179428130645429,0,1
2025-11-10 09:03:00,payments-gateway,0.2632907274966458,0.5608924845746516,0.0671110978105562,0.2970981032939512,0,notify_only,0,0.3270757952165606,0.49777228111417454,0.42267344939577156,0.7892639480537142,0.7204727062504003,0.7268269728261925,0,1
2025-11-10 09:03:00,fraud-detection,0.6505173748758062,0.7190432091048339,0.9136327929866276,0.7610644589890893,0,notify_only,0,0.5544486797462208,0.29235533044080275,0.7848583403064386,0.5801228853494286,0.8785236353902648,0.7725946390305675,0,1
2025-11-10 09:03:00,loan-eligibility,0.2589673791332726,0.4749825094837019,0.0,0.2446499628723248,0,notify_only,0,0.7633988648752383,0.6382717311214857,0.6476050871570838,0.7386739955362267,1.0,0.5721754631555972,1,1
2025-11-10 09:03:00,account-summary,0.1578985713131842,0.1414780127076403,0.1138991595123455,0.1377585811777233,0,notify_only,0,0.5109101804095665,0.6274335123980683,0.7253822713954121,0.8721956582955097,0.8656461277166196,0.938864232573394,0,1
2025-11-10 09:04:00,credit-card-auth,0.1885016011755807,0.4815546298218561,0.0737879924430721,0.2479480744801697,0,notify_only,0,0.5079242747237122,0.5644606460804146,0.6822337669711687,0.8889927078045581,0.7066176439011445,0.8098628544699196,0,1
2025-11-10 09:04:00,payments-gateway,0.3358311909352659,0.5524690296103185,0.0016210874082253,0.2966404359846032,0,notify_only,0,0.7075392295622409,0.5286345387377102,0.4325632868122252,0.7782214434479137,0.8647372396604901,0.8443571757168806,0,1
2025-11-10 09:04:00,fraud-detection,0.2075456841134718,0.6275972571197516,0.0,0.2783809804110744,0,notify_only,1,0.44622074126093775,0.3719551502286948,0.47963787406503344,0.6522301760065385,0.7622177999596886,0.7093924750893725,0,1
2025-11-10 09:04:00,loan-eligibility,0.2494102512383902,0.4710546255306235,0.1435555086315278,0.2880067951335138,0,notify_only,0,0.46826926362271454,0.5439448238890691,0.5350812775501963,0.7417935460487698,0.7163148593283968,0.6153450421973241,0,1
