ts,service,txn_latency_ms,cpu_pct,mem_pct,qps,api_fail_rate,decline_rate,fraud_alerts_per_min
2025-11-11T02:56:00,credit-card-auth,245.60860122361183,50.05629706665187,54.12847903651834,774.8591670008946,0.005340645510049077,0.020456470969481375,3
2025-11-11T02:56:00,payments-gateway,262.154976983857,66.16154025780111,64.19574525194344,707.8589606614755,0.007270690940115403,0.03482291120333078,2
2025-11-11T02:56:00,fraud-detection,330.80575120257663,45.614057735170206,39.854591623250066,1101.4420810110043,0.0013117895558409868,0.02052611509968358,2
2025-11-11T02:56:00,loan-eligibility,317.737082921487,52.49066945614265,68.72614713552252,590.0989186594157,0.007976872178970163,0.031715757438580634,4
2025-11-11T02:56:00,account-summary,398.41003710351606,64.88277477688179,65.45664357617954,686.3310193906491,0.005020909050164588,0.01878681949133685,3
2025-11-11T02:57:00,credit-card-auth,258.2586976038286,49.90537072003632,52.29950260698503,737.9193343341351,0.008747563204570513,0.031221022056726545,2
2025-11-11T02:57:00,payments-gateway,231.4679961799937,24.789365230570045,36.05069001895019,1029.356901856447,0.005250134814303075,0.019279531663598894,0
2025-11-11T02:57:00,fraud-detection,243.27576063935373,57.69173281873919,45.457235663612096,736.8917576637414,0.001169720612348252,0.010641216788562124,2
2025-11-11T02:57:00,loan-eligibility,286.1570827956136,73.44891716525272,65.69117021407745,979.0250182724187,0.010148044770230354,0.025421512494947625,2
2025-11-11T02:57:00,account-summary,294.0171739445783,70.47944034761599,82.3563163653644,1072.3575894875623,0.006755152591733253,0.03770105629807148,3
2025-11-11T02:58:00,credit-card-auth,196.21052640395465,68.53244559608405,48.960672470637306,1301.1639841123954,0.00871248445188611,0.04357498834666067,2
2025-11-11T02:58:00,payments-gateway,217.5946952927685,43.51191586658792,44.46305495195038,1021.2160304182498,0.00363526084093171,0.01980576369754808,3
2025-11-11T02:58:00,fraud-detection,306.7364659224529,39.73879507144382,34.683588309337416,989.3169806430195,0.0042306313795576495,0.05003071303112035,2
2025-11-11T02:58:00,loan-eligibility,309.14230293848254,52.19704236249961,61.106787202275534,1175.9575960347568,0.006949290087367353,0.018669497760595413,2
2025-11-11T02:58:00,account-summary,283.1633833749217,62.97264972340035,54.469478227639925,1203.9270511533045,0.005689950234370922,0.03676366674400487,2
2025-11-11T02:59:00,credit-card-auth,254.54462098052093,36.41543230324389,37.189624099374086,914.6179870168138,0.0030762663870087794,0.019776816072316333,1
2025-11-11T02:59:00,payments-gateway,226.06276004829516,45.833197869704975,26.184895534939685,877.9053465481634,0.011768583830062362,0.03697906623109864,1
2025-11-11T02:59:00,fraud-detection,309.9490596972919,44.488241925368655,51.77366480648403,1082.2874998299383,0.007025980574587585,0.04023626875395804,3
2025-11-11T02:59:00,loan-eligibility,357.75407024943286,49.50070045386275,44.42092318969511,808.3960288812788,0.007926817017667728,0.033579443397223886,4
2025-11-11T02:59:00,account-summary,338.2096454719746,60.450448011168476,74.32225115753705,808.0866521012674,0.010673513812591023,0.03865763599842346,4
2025-11-11T03:00:00,credit-card-auth,233.77224069213042,39.27828148608687,47.1251564245952,776.3428964899908,0.0043702358327226375,0.03305936882441054,1
2025-11-11T03:00:00,payments-gateway,261.94030850970665,44.48106966891371,42.960258072090845,1092.4090086085794,0.009919021317133077,0.02533987594420893,1
2025-11-11T03:00:00,fraud-detection,287.5807585828617,38.54462944739217,29.344394858197173,932.218260163727,0.002624132179151026,0.03095866459004475,2
2025-11-11T03:00:00,loan-eligibility,276.2554539103417,42.87561086009876,43.43157051505371,904.0389552940197,0.010937039713437083,0.03425748088056025,4
2025-11-11T03:00:00,account-summary,342.6511622340307,55.38577161513279,60.90472672481265,971.4952758503681,0.0013639694095640385,0.02755821419656798,2
2025-11-11T03:01:00,credit-card-auth,247.03438706194711,6.157429658266736,8.19899564014156,1132.784268392716,0.00881291384785303,0.030313925676615665,1
2025-11-11T03:01:00,payments-gateway,274.68889341212486,53.20070257117011,32.26759865362571,895.2556095200866,0.006176544615911014,0.013358895977202263,2
2025-11-11T03:01:00,fraud-detection,352.06781979870925,61.17009201072422,50.85351734810135,808.3978471790678,0.006593654052251404,0.021039158583631187,2
2025-11-11T03:01:00,loan-eligibility,252.8525283359772,41.321192417646806,48.478957856292475,776.7407818171737,0.010572384148292332,0.029161616364691834,4
2025-11-11T03:01:00,account-summary,344.53919523143946,62.616982267055555,39.208926954250046,853.7017281860094,0.007559500439738817,0.02914278788767307,4
2025-11-11T03:02:00,credit-card-auth,188.14726180006886,39.230301625652,32.91440204099396,981.774316218133,0.005929484788838745,0.03186242592669064,1
2025-11-11T03:02:00,payments-gateway,269.0147641098494,44.24671755199264,41.01030092658464,1119.8164001687937,0.00334804104991407,0.028127525907887474,0
2025-11-11T03:02:00,fraud-detection,246.7448909852176,37.543370120577315,20.645239453013936,751.7719428005353,0.010412458956470343,0.029587434690597453,3
2025-11-11T03:02:00,loan-eligibility,311.7080867583696,53.33764881699881,50.35464428554992,914.1015991112567,0.003574603547380381,0.04067295495034553,3
