ts,service,score_iforest,score_ocsvm,score_autoenc,score_ensemble,alert,action
2025-11-11T02:56:00,credit-card-auth,0.3932200381013853,0.5117506093042198,0.059964865038179646,0.3216451708145949,0,notify_only
2025-11-11T02:56:00,payments-gateway,0.43298469389120053,0.6902351831571744,0.03367452873852735,0.38563146859563413,0,notify_only
2025-11-11T02:56:00,fraud-detection,0.5104225326937538,0.4353924569595296,0.0,0.3152716632177612,0,notify_only
2025-11-11T02:56:00,loan-eligibility,0.49626807211310153,0.631999079715063,0.0,0.37608905060938813,0,notify_only
2025-11-11T02:56:00,account-summary,0.6477506989271488,0.645097362341431,0.0008978381072865596,0.43124863312528877,0,notify_only
2025-11-11T02:57:00,credit-card-auth,0.38892274009678723,0.5053903427766658,0.0,0.2981043609578177,0,notify_only
2025-11-11T02:57:00,payments-gateway,0.36299613237981637,0.3178557943854679,0.0,0.22695064225509476,0,notify_only
2025-11-11T02:57:00,fraud-detection,0.3857767572237318,0.5113154055356499,0.0,0.29903072091979394,0,notify_only
2025-11-11T02:57:00,loan-eligibility,0.46773042926053227,0.7123651224389651,0.0,0.39336518389983244,0,notify_only
2025-11-11T02:57:00,account-summary,0.49411933060627233,0.7362493906499782,0.020561770138384783,0.4169768304648785,0,notify_only
2025-11-11T02:58:00,credit-card-auth,0.31382158213508576,0.5490151786681456,0.053401436704272956,0.3054127325025015,0,notify_only
2025-11-11T02:58:00,payments-gateway,0.3200428911667751,0.47867179921013236,0.008553817247371646,0.2690895025414264,0,notify_only
2025-11-11T02:58:00,fraud-detection,0.4983893690037278,0.41663152783571666,0.0,0.30500696561314816,0,notify_only
2025-11-11T02:58:00,loan-eligibility,0.48540113776410304,0.5629947327399552,0.0,0.34946529016801936,0,notify_only
2025-11-11T02:58:00,account-summary,0.4386015151518296,0.5972277924581816,0.008865237124428441,0.34823151491147986,0,notify_only
2025-11-11T02:59:00,credit-card-auth,0.4168954648553739,0.34367819307628134,0.01362649519962836,0.25806671771042783,0,notify_only
2025-11-11T02:59:00,payments-gateway,0.37023641648783934,0.3476461249102713,0.04932362884846743,0.2557353900821927,0,notify_only
2025-11-11T02:59:00,fraud-detection,0.49347637724935417,0.47300916067468274,0.02945967775648098,0.3319817385601726,0,notify_only
2025-11-11T02:59:00,loan-eligibility,0.5736826910117447,0.4307939954336487,0.0,0.33482556214846443,0,notify_only
2025-11-11T02:59:00,account-summary,0.5325778305747679,0.6840729246021946,0.0,0.4055502517256542,0,notify_only
2025-11-11T03:00:00,credit-card-auth,0.37911728982648446,0.42874071516609547,0.007163125835411338,0.27167371027599707,0,notify_only
2025-11-11T03:00:00,payments-gateway,0.42067110037992556,0.4490854231831877,0.0008118567810868338,0.2901894601147334,0,notify_only
2025-11-11T03:00:00,fraud-detection,0.448120958971363,0.34222452453986324,0.02006456814293933,0.27013668388472184,0,notify_only
2025-11-11T03:00:00,loan-eligibility,0.42291698155362867,0.4470527536001098,0.0,0.28998991171791283,0,notify_only
2025-11-11T03:00:00,account-summary,0.5282365185671761,0.5470157911795956,0.0,0.3584174365822572,0,notify_only
2025-11-11T03:01:00,credit-card-auth,0.41209405649038267,0.08648798937979008,0.04923803743975645,0.18260669443664304,0,notify_only
2025-11-11T03:01:00,payments-gateway,0.4141583256678808,0.3995801905154385,0.0,0.2712461720611064,0,notify_only
2025-11-11T03:01:00,fraud-detection,0.5399621260911842,0.5653963882488424,0.03281380917651745,0.3793907745055147,0,notify_only
2025-11-11T03:01:00,loan-eligibility,0.4158506665087891,0.4238830951921786,0.031857424923095984,0.29053039554135457,0,notify_only
2025-11-11T03:01:00,account-summary,0.5038497769741576,0.5363731659385307,0.08016258213428058,0.373461841682323,0,notify_only
2025-11-11T03:02:00,credit-card-auth,0.3022166538076685,0.33704399294359466,0.021816341346508374,0.2203589960325905,0,notify_only
