ts,service,score_iforest,score_ocsvm,score_autoenc,score_ensemble,alert,action
2025-11-11T04:43:00,credit-card-auth,0.48581713218698686,0.5011323209817447,0.0,0.3289831510562438,0,notify_only
2025-11-11T04:43:00,payments-gateway,0.43428113036967264,0.6811509125719639,0.0,0.37181068098054554,0,notify_only
2025-11-11T04:43:00,fraud-detection,0.38430155778642155,0.3029852094985665,0.0,0.22909558909499603,0,notify_only
2025-11-11T04:43:00,loan-eligibility,0.4854472474714759,0.4878672691213729,0.0,0.3244381721976162,0,notify_only
2025-11-11T04:43:00,account-summary,0.4362388370907545,0.604531400447472,0.03162888348453005,0.3574663736742522,0,notify_only
2025-11-11T04:44:00,credit-card-auth,0.3992920545375759,0.6495448078501872,0.01872056942322036,0.3558524772703278,0,notify_only
2025-11-11T04:44:00,payments-gateway,0.43206119650268543,0.4472158159568913,0.016535131952751223,0.2986040481374427,0,notify_only
2025-11-11T04:44:00,fraud-detection,0.4905175360841362,0.4506699922465891,0.01654673026417521,0.31924475286496684,0,notify_only
2025-11-11T04:44:00,loan-eligibility,0.5478065163234968,0.5347622707043668,0.004322404783635098,0.36229706393716615,0,notify_only
2025-11-11T04:44:00,account-summary,0.450304946784042,0.4101922514276639,0.0,0.286832399403902,0,notify_only
2025-11-11T04:45:00,credit-card-auth,0.46142481716371353,0.359007110116639,0.04000726503968234,0.2868130641066783,0,notify_only
2025-11-11T04:45:00,payments-gateway,0.3811506964918564,0.4823180433464019,0.0,0.28782291327941945,0,notify_only
2025-11-11T04:45:00,fraud-detection,0.42762302433891,0.6636696559755881,0.0587035543319098,0.3833320782154694,0,notify_only
2025-11-11T04:45:00,loan-eligibility,0.5463119911456341,0.4859296509597046,0.07085767702642287,0.3676997730439205,0,notify_only
2025-11-11T04:45:00,account-summary,0.5335463788874696,0.5147601695788421,0.0,0.3494355161554372,0,notify_only
2025-11-11T04:46:00,credit-card-auth,0.31196941684543816,0.4540810571370239,0.04803929175324651,0.2713632552452362,0,notify_only
2025-11-11T04:46:00,payments-gateway,0.3331491441079953,0.2691737894452736,0.02529041073190326,0.20920444809505742,0,notify_only
2025-11-11T04:46:00,fraud-detection,0.4543151732951078,0.43565166318157494,0.05913235517638035,0.3163663972176877,0,notify_only
2025-11-11T04:46:00,loan-eligibility,0.48712782299602,0.4173652756725716,0.028311052808097203,0.31093471715889626,0,notify_only
2025-11-11T04:46:00,account-summary,0.5485238319505757,0.43008315049180784,0.007018596979346907,0.3285418598072435,0,notify_only
2025-11-11T04:47:00,credit-card-auth,0.4631011706684262,0.3707663290890949,0.03707545215033795,0.29031431730261964,0,notify_only
2025-11-11T04:47:00,payments-gateway,0.370398463641756,0.3773268329541095,0.014298199156985363,0.25400783191761694,0,notify_only
2025-11-11T04:47:00,fraud-detection,0.5815982263383539,0.3694821197702094,0.0,0.3170267820361878,0,notify_only
2025-11-11T04:47:00,loan-eligibility,0.48053361984218296,0.3665355707216347,0.0,0.2823563968546059,0,notify_only
2025-11-11T04:47:00,account-summary,0.44991825216409453,0.6181509802334867,0.013604757400772351,0.36055799659945115,0,notify_only
2025-11-11T04:48:00,credit-card-auth,0.46647072684570823,0.5812372525044635,0.0,0.3492359931167239,0,notify_only
2025-11-11T04:48:00,payments-gateway,0.3047058230806209,0.4695762110357436,0.0,0.2580940113721215,0,notify_only
2025-11-11T04:48:00,fraud-detection,0.4331537187606926,0.45421756049332457,0.0,0.29579042641800574,0,notify_only
2025-11-11T04:48:00,loan-eligibility,0.37163740019751085,0.37665303445189496,0.0,0.24943014488313528,0,notify_only
2025-11-11T04:48:00,account-summary,0.5397105310662609,0.4487547806961237,0.013521081319874943,0.33399546436075317,0,notify_only
2025-11-11T04:49:00,credit-card-auth,0.49320744730269583,0.39746727702187107,0.06530555313361454,0.3186600924860605,0,notify_only
2025-11-11T04:49:00,payments-gateway,0.4404676727449565,0.5605274031316395,0.0,0.33366502529219866,0,notify_only
2025-11-11T04:49:00,fraud-detection,0.5129056142254875,0.4643451393204183,0.038030612041380064,0.3384271218624286,0,notify_only
2025-11-11T04:49:00,loan-eligibility,0.3901075647850651,0.6347661679365286,0.0,0.3416245775738646,0,notify_only
2025-11-11T04:49:00,account-summary,0.5530730553244565,0.4778922975541677,0.039824125672752855,0.3569298261837924,0,notify_only
2025-11-11T04:50:00,credit-card-auth,0.3736468178563345,0.37372764079238174,0.0,0.2491248195495721,0,notify_only
2025-11-11T04:50:00,payments-gateway,0.47297458026371353,0.6601231556404938,0.02886202012241166,0.38731991867553967,0,notify_only
2025-11-11T04:50:00,fraud-detection,0.43972252908572046,0.5036524635519449,0.0,0.31445833087922176,0,notify_only
2025-11-11T04:50:00,loan-eligibility,0.49713481016938177,0.694430757244321,0.0,0.3971885224712343,0,notify_only
2025-11-11T04:50:00,account-summary,0.3951124495942294,0.7295765829822473,0.0,0.3748963441921589,0,notify_only
2025-11-11T04:51:00,credit-card-auth,0.4632243789037245,0.4102013921326599,0.0,0.2911419236787948,0,notify_only
2025-11-11T04:51:00,payments-gateway,0.5213109694381158,0.49963916704130285,0.026431822386630763,0.34912731962201643,0,notify_only
2025-11-11T04:51:00,fraud-detection,0.5226515805047264,0.4982432403344515,0.03291002381601766,0.35126828155173184,0,notify_only
