ts,service,txn_latency_ms,cpu_pct,mem_pct,qps,api_fail_rate,decline_rate,fraud_alerts_per_min
2025-11-11T04:43:00,credit-card-auth,299.0380987399382,55.40875094788885,44.19409201850469,1136.9860189905696,0.010949258533613882,0.045075261689615814,3
2025-11-11T04:43:00,payments-gateway,293.354494831694,70.66796301892822,63.68036087466901,1119.695511706945,0.002995025369553194,0.03074977954889777,1
2025-11-11T04:43:00,fraud-detection,272.7660576476862,30.145855046920516,33.62295339048343,1119.2535130360275,0.0017803764052451484,0.03307543437556099,4
2025-11-11T04:43:00,loan-eligibility,314.4254427584749,51.9253308421515,49.12034038714876,1005.427543711845,0.005346637645918117,0.01843002718583537,2
2025-11-11T04:43:00,account-summary,279.6086291714384,61.29469932089188,55.00585846297754,912.1988689143236,0.0023050316775914473,0.026322629093069566,2
2025-11-11T04:44:00,credit-card-auth,260.4334008957816,65.1358157276672,69.64948788679708,864.7198905003451,0.008172557410816666,0.03497134382477823,3
2025-11-11T04:44:00,payments-gateway,256.6019927681616,40.28424903312222,45.975638177982475,748.2111719635135,0.007645438347955891,0.04563933020612018,0
2025-11-11T04:44:00,fraud-detection,318.19445628232944,49.44969205246381,37.603928338559534,979.9237251603638,0.003034098033810617,0.02852824885186484,0
2025-11-11T04:44:00,loan-eligibility,352.67346733596173,46.011759663054484,62.705889634297584,758.9302911518303,0.008770286720764792,0.02082114265652144,3
2025-11-11T04:44:00,account-summary,281.62900446495075,46.72667337074416,37.89038675625375,1091.1475265367399,0.005896258144216494,0.023429380918990248,3
2025-11-11T04:45:00,credit-card-auth,303.141862679189,37.35820194895275,27.180909300271086,1080.8940251265085,0.00896984708428097,0.039796655910040654,1
2025-11-11T04:45:00,payments-gateway,232.5840900622652,46.76957049567897,44.73958601676488,894.5035525782682,0.002031185674063357,0.03562195059527604,3
2025-11-11T04:45:00,fraud-detection,261.5390498762837,69.94518786695738,63.80878504646756,1095.103326446179,0.009324283916903143,0.02129269729757942,1
2025-11-11T04:45:00,loan-eligibility,335.1046807344918,57.7351390066803,42.30464300405887,967.0076343364811,0.00943738420948085,0.02224003279208756,3
2025-11-11T04:45:00,account-summary,310.12753119080617,54.23837074402379,47.71896811047836,930.7760889360852,0.004769116685673911,0.035473910194394886,4
2025-11-11T04:46:00,credit-card-auth,182.18001782922317,42.72023109512038,47.67714634134312,878.5654265256869,0.010894360097057708,0.026949465655925032,1
2025-11-11T04:46:00,payments-gateway,212.58918772767348,28.470869039992515,26.53545134318653,796.0038540669484,0.006859809674342756,0.027887425618490905,2
2025-11-11T04:46:00,fraud-detection,286.41554946375237,43.590281710190474,44.12473336477957,772.4742379119645,0.0,0.03603686781609737,1
2025-11-11T04:46:00,loan-eligibility,329.0371644347091,38.729237517729985,39.852181013898615,986.885753494123,0.005639757798375122,0.040633872396359044,3
2025-11-11T04:46:00,account-summary,323.80382450280297,54.958466402506126,37.28440363543802,690.8329456449878,0.006483324502843027,0.034358153208222844,2
2025-11-11T04:47:00,credit-card-auth,301.8226839535145,42.2182830865987,31.324792695156397,1043.5646595642702,0.006311758572588963,0.011197923280304285,0
2025-11-11T04:47:00,payments-gateway,240.74627630937516,42.13161709221172,26.184499522604646,850.056977295332,0.0039909368477821965,0.025800365461744725,2
2025-11-11T04:47:00,fraud-detection,375.17978954498494,34.58987811359823,34.38963731909029,858.1532541701667,0.005788702374930098,0.032959070688189075,3
2025-11-11T04:47:00,loan-eligibility,306.98417526716713,34.30722253608353,38.12241532052316,866.1039086332665,0.004223735378930342,0.03207498685475406,1
2025-11-11T04:47:00,account-summary,293.5024980526055,65.6548669133889,58.41564332086893,576.1268824521605,0.0022252597578669184,0.011898315193326205,3
2025-11-11T04:48:00,credit-card-auth,292.704396449043,61.42149342237669,53.16440354272028,686.6023819061943,0.00564664373609151,0.03730524748795522,1
2025-11-11T04:48:00,payments-gateway,206.2282591760784,50.79316919261039,42.98375744445454,1084.683622730769,0.0008469428164774315,0.029100386791364497,2
2025-11-11T04:48:00,fraud-detection,290.4230310450428,46.86593748785179,47.063041599954396,996.2312530736633,0.0034592358027042457,0.025891728554887743,2
2025-11-11T04:48:00,loan-eligibility,254.48598743129,49.79751670946482,22.98911672802934,941.6917928725223,0.0010277080021616532,0.03624165587569385,2
2025-11-11T04:48:00,account-summary,336.1993814292557,45.66118679124318,40.97682086206299,824.4813022968591,0.006489014155294379,0.027035382258967088,4
2025-11-11T04:49:00,credit-card-auth,291.519978661638,50.95228900504777,27.182144623434006,1190.6892306418426,0.0047232216200623536,0.030474927760061127,2
2025-11-11T04:49:00,payments-gateway,272.3224646697672,55.31898248444642,56.76312724917961,939.7078823086891,0.001969467108339903,0.033958440506195994,3
2025-11-11T04:49:00,fraud-detection,346.6194026467725,47.43434139869572,43.212467333969165,1022.1460641832253,0.00750511237637788,0.02411844376944467,2
2025-11-11T04:49:00,loan-eligibility,248.88781932384063,72.18862531892913,64.89238638779399,1215.8712608791943,0.006494451083752417,0.04181369519051656,2
2025-11-11T04:49:00,account-summary,346.66064548208954,55.13286204423089,39.53353767569524,1016.3197882998717,0.005162497240818665,0.020445100258641123,3
2025-11-11T04:50:00,credit-card-auth,236.30953757229014,40.95184339693959,32.79553646566518,405.5438012978953,0.0023913659317477357,0.02539136407129248,3
2025-11-11T04:50:00,payments-gateway,306.93794420098243,69.6518549974592,63.076915475342425,863.3077356396695,0.006954956769403633,0.01996076093936084,3
2025-11-11T04:50:00,fraud-detection,285.7216324392901,56.65812616529607,43.94969355968546,1059.8038965405874,0.005293474504491186,0.020126795251439525,0
2025-11-11T04:50:00,loan-eligibility,308.6543171218542,65.76126488789785,68.64636501239038,748.1922465868718,0.007818001936215135,0.030157452873818772,4
2025-11-11T04:50:00,account-summary,235.91036472495284,75.67440910329111,68.88297694521196,973.7929371657758,0.0012775199710537213,0.03154608934202428,4
2025-11-11T04:51:00,credit-card-auth,300.13345052687043,42.73645818763565,42.28334119382366,1061.4194548713083,0.007742921559388152,0.03418058344611869,2
2025-11-11T04:51:00,payments-gateway,324.8936865637378,54.018579249470456,42.98492905318755,1104.8777218816626,0.00151064959594844,0.027934754739657494,2
2025-11-11T04:51:00,fraud-detection,346.0367933854147,37.70643695288335,55.081923652207514,1015.5374665461594,0.007869704723564396,0.02601363060555285,2
2025-11-11T04:51:00,loan-eligibility,282.5317582093241,45.64608309668075,40.11670874184739,905.3087792778853,0.0035983809492756143,0.0414398321317919,1
2025-11-11T04:51:00,account-summary,310.2780788152034,50.712970193163,55.87836175971439,820.3550405314068,0.004726703128834577,0.016896284411180518,2
2025-11-11T04:52:00,credit-card-auth,271.15610523995133,38.50067724031197,22.0997975454879,572.9443632014604,0.0026470787821122064,0.01860606283441004,1
2025-11-11T04:52:00,payments-gateway,256.16149666189386,56.94240741553557,49.121471045077634,851.4647009379335,0.00883541810498296,0.027868673091908155,3
2025-11-11T04:52:00,fraud-detection,273.249745818897,46.87131113276946,30.54548582774777,1073.0008143682999,0.0035756423832674954,0.02192108847441062,3
2025-11-11T04:52:00,loan-eligibility,309.7894015556654,58.936705041667324,40.2928916561936,1096.438278361345,0.002945540598751484,0.058667503988267415,4
2025-11-11T04:52:00,account-summary,286.4919674598338,44.02982774979952,36.54996177609347,1085.8397157167465,0.006060168384217094,0.021175494403706707,3
2025-11-11T04:53:00,credit-card-auth,228.2623710879476,26.50066647975921,23.15947915525418,945.1943821773098,0.004626197403233443,0.03415477976629079,1
2025-11-11T04:53:00,payments-gateway,225.5105514441533,52.625130929536695,50.54498030791883,934.0356340696553,0.006516558208472008,0.036918014833602956,1
2025-11-11T04:53:00,fraud-detection,298.5806530106845,44.96883613600672,23.81962532935243,774.6959340525812,0.007313384924000299,0.02693845011518749,3
2025-11-11T04:53:00,loan-eligibility,297.407886833558,55.08909029569337,50.58682178311204,916.8305064284054,0.004907146069094087,0.02499876790746238,2
2025-11-11T04:53:00,account-summary,329.46850859697736,78.87771804286967,60.97417753543327,827.3157123755196,0.003366048764678154,0.03217410806512327,2
2025-11-11T04:54:00,credit-card-auth,273.8549106341695,47.884628933052056,23.766274104870867,941.652316666362,0.008529251499159774,0.03756580343221599,0
2025-11-11T04:54:00,payments-gateway,263.5022476583067,49.05872577698236,50.9634413401732,1032.3869857559675,0.008239286794594212,0.03521348046054482,2
2025-11-11T04:54:00,fraud-detection,279.09520306791535,59.02882656585667,64.87954855148638,777.872478054285,0.007538432726826583,0.024908587035748896,1
2025-11-11T04:54:00,loan-eligibility,324.1566785720801,53.50912521295229,43.49492231110697,1128.3925766712966,0.00844660734064165,0.021339209842461758,2
